contribution_ext_id,pm_name,sitting_date,debate_section,is_pmqs,contribution_text,sentiment_label
FD16C791-E1BD-4925-9E29-C82644B852E9,Boris Johnson,2019-10-03,Brexit Negotiations,False,"I find that a slightly ironic question, given that it is the avowed policy of the Scottish nationalist party to give back control of Scotland’s stupendous marine wealth to Brussels.",
B2BF8146-B63B-4099-855C-C239EBC8D318,Boris Johnson,2019-10-03,Brexit Negotiations,False,"The hon. Lady raises one of the crucial questions that the proposals evoke. It is obviously now a matter for discussion with our friends not only in Dublin but around the EU. We do think there is a way forward, and I am happy to keep the hon. Lady abreast of our way forward as we go there. It must be done, one way or another, by consent.",
C1647FBB-D718-4EAC-A01C-2290B376AC72,Boris Johnson,2019-10-22,European Union (Withdrawal Agreement) Bill,False,"We have been very clear that we will maintain the highest possible standards, but I am very happy to study what the hon. Lady says and can assure her that whatever the House believes has been omitted can easily be replaced.",
77AD239A-74EB-40F2-AB7A-A3589CD89B3F,Boris Johnson,2019-10-22,European Union (Withdrawal Agreement) Bill,False,"I can indeed give that assurance, and the best way to avoid any problems whatever is to vote for this deal tonight.",
6DA4505E-E757-4E2D-B2E0-20E2E8962B4B,Boris Johnson,2019-12-19,Debate on the Address,False,"I will happily give way—if the hon. Gentleman is opposed to helping struggling commuters, I am delighted to hear from him.",
9E4E9181-46CE-47A3-B0C0-62BCC6456ED6,Boris Johnson,2019-12-20,European Union (Withdrawal Agreement) Bill,False,"No, I will not give way. We must now begin building our future relationship with the EU. Our aim is to provide a close friendship between sovereign equals, to promote our common interests, inspired by pride in our European heritage and civilisation. Clause 3 of the political declaration invokes that spirit, establishing “the parameters of an ambitious, broad, deep and flexible partnership” rooted in our shared “history and ideals” and “standing together against threats to rights and values from without or within”. I am absolutely determined that this great project will be the project not of one Government or one party, but of the British nation as a whole, so Parliament will be kept fully informed of the progress of these negotiations.",
5BEA2A36-0BBE-4265-AFE7-F4F5AAE6991C,Boris Johnson,2020-01-15,Engagements,True,"I will be commemorating Holocaust Memorial Day along with my hon. Friend and others. As he knows, this Government and this House—people across the House—want to do absolutely everything we can to stamp out the resurgence of antisemitism. As someone who is now 55 years old, I find it absolutely incredible that antisemitism is rising again in this country in the 21st century. It is a disgrace, and we must stamp it out.",
5F81B278-7500-44C1-A12D-3558F4C97FBD,Boris Johnson,2020-01-22,Engagements,True,I might take the hon. Gentleman more seriously if he would deal with the fact that 60% of Scotland’s trade is with the rest of the United Kingdom. His proposals for a break-up of the United Kingdom would necessitate a border at Berwick. He is proposing that the pensioners of Scotland should have their assets now denominated in a new currency whose name the SNP cannot even specify.,
2DC48F9E-158D-4E1F-A86E-05E7447737B2,Boris Johnson,2020-01-29,Engagements,True,"I congratulate my hon. Friend on speaking up for Carshalton and Wallington, and on drawing attention to investment in the NHS. That investment is increasing under this Government, and we have now legislated for it, not just for this year, not just for next year, but for every year of this Parliament.",
87E4BF76-A0F6-431F-A2FA-74350745D4EA,Boris Johnson,2020-02-05,Engagements,True,"The whole House will want to pay tribute to the police and all the emergency services for their brave response to the terrorist incident in Streatham on Sunday. That appalling incident makes plain the case for immediate action, and we will shortly introduce emergency legislation to ensure that we do everything to protect the public. This morning I had meetings with ministerial colleagues and others. In addition to my duties in this House, I shall have further such meetings later today.",
EBCE9260-F735-4FDD-BEAD-1B1AA33829B6,Boris Johnson,2020-02-12,Engagements,True,"The answer was in the question, Mr Speaker. My hon. Friend makes an excellent point about the potential of Blyth, although I must remind him that the allocation of freeports will be decided in an entirely fair and transparent way.",
4AB5F1E0-1A94-4C66-967E-7E3F8294A8C4,Boris Johnson,2020-02-12,Engagements,True,"I thank my hon. Friend for raising this. Knife crime is intolerable, and its recent rise must be combated. That is why we brought in knife crime prevention orders, which give police the powers, where they suspect a knife crime is about to be committed, to make the interventions that are needed. That is why we are putting 20,000 more police on our streets, with the encouragement and the political support they need to carry out stop and search.",
B6DCB679-665E-4A03-8899-238A2758773C,Boris Johnson,2020-02-26,Engagements,True,"I am not going to comment on the vituperation that is meted out by the Opposition party, but what I will say is that all voters should be treated with respect and with humility. I congratulate my hon. Friend on the hard work that he is doing for the people of Mansfield: £10 million for West Nottinghamshire College; £20 million for road improvements; £5 million for proactive lung health screenings; and up to £50 million in a new town deal and future high streets fund. In my view, the people of Mansfield are well served by him.",
C9E95CEA-D350-4F6F-A9A3-6127DF94407E,Boris Johnson,2020-02-26,Engagements,True,"Since the flooding began, this Government have been working flat out night and day to ensure that the people of this country get the support they need. We have activated the Bellwin scheme, ensured that businesses get the rate relief that they need and, as I told the House just now, put £2.6 billion into flood defences, with £4 billion more to come.",
51E68039-F5CA-4715-8111-FF9813FE9143,Boris Johnson,2020-03-11,Engagements,True,"I know the whole House will wish to join the right hon. Gentleman in wishing my hon. Friend the Mental Health Minister a speedy recovery; having talked to her, I know that she will make one. I know, Mr Speaker, that you have issued a letter to everybody across the parliamentary estate, and as you say in your letter, we will be “guided by Public Health England…in our response to this situation”. It is also providing guidance to hon. Members and to their offices. As the right hon. Gentleman knows, in just a few minutes we will be hearing from my right hon. Friend the Chancellor about what measures we are taking to protect everybody. As he knows, we have already brought forward statutory sick pay from day 4 to day 1, but for those who are on all types of contracts, we will ensure that they get the protection that they need and nobody who does the right thing by staying at home is penalised.",
9A30CA28-A12F-4FB8-9500-92862DD143B8,Boris Johnson,2020-03-11,Engagements,True,"I congratulate my hon. Friend and the people of Darlington on the historic role they played in our railway history and heritage, and I will do what I can to support his campaign to prevent Darlington from being despoiled of the iconic Locomotion No. 1.",
6E6E9031-C7DB-4C54-B4DB-1435E87053A2,Boris Johnson,2020-03-25,Engagements,True,"We have been very clear that everybody should work at home if they possibly can, and construction should only take place in a way that is in accordance with Public Health England and industry advice.",
EB2BB4A6-075B-42EF-8EF2-2C953E48BD4F,Boris Johnson,2020-05-11,Covid-19: Strategy,False,"This country has made huge progress in the last two months, and thanks to our collective efforts we have got the R down below one. Now is the time to make small, calibrated changes, respectful always of the science and the risk of a second spike. That is why we are emphasising that if you must go to work and cannot work from home, you should do so, provided—the hon. Gentleman is right to draw attention to this—that your workplace is covid secure, and that you observe the rules on social distancing. We are publishing further guidance on that. It is common sense, and I think the British people understand what we are trying to do. I think they also understand that this is the right time to begin those modest steps.",
3AEAC403-36BF-4E4A-9CAF-B555618BD403,Boris Johnson,2020-06-10,Engagements,True,"What I can say is that we will unite and level up with infrastructure projects across our country. I congratulate my hon. Friend on his lobbying for that particular scheme and can tell him that last year we put £31 million into the Preston western distributor scheme, which is a new dual carriageway that will reduce congestion in Preston and lead directly to the creation of 3,000 houses and more than 500 jobs. As for further expansion of the M55, my hon. Friend will have to wait, but there will be further announcements in due course.",
8318CB39-F0EF-440A-98F2-6CACD0109B78,Boris Johnson,2020-06-23,Covid-19 Update,False,"I say to my right hon. Friend—I should have said this to the right hon. Member for Dwyfor Meirionnydd (Liz Saville Roberts)—that we are in very regular contact with all the devolved Administrations. We are much more in lockstep than might be thought. On the particular matter of hospitality in Wales, I hear him loud and clear, and I think that point will be heard loud and clear in Cardiff. We look forward to hearing further announcements.",
C3AA85CB-349A-49B5-807E-6B25C38D5147,Boris Johnson,2020-06-24,Engagements,True,"I am happy to point out to m’learned friend that actually, there are 100,000 fewer children in absolute poverty and 500,000 fewer children falling below thresholds of low income and material deprivation. This Government, as he knows, are massively increasing universal credit with £7 billion more to help the poorest and neediest families in our country. We are getting on with it. We are taking the tough decisions. He still cannot make up his mind. Talking about child poverty, the single biggest determinant of a child’s success is whether he or she goes to school. The right hon. and learned Gentleman still will not say whether children should go. I think it is absolutely infamous for him to come to the House one day and say he supports the programme and then, the next day, not to confirm that he wants kids to go to school now.",
7CFE260D-F583-4D0A-9A7B-E51661DC257F,Boris Johnson,2020-07-08,Engagements,True,"I think I have answered the right hon. Gentleman’s question already. I believe it is absolutely essential that we invest in our people and protect them from the effects of this epidemic, as we have done at huge expenditure, quite rightly, but it is also essential that we get the economy moving, including in Scotland. I hope that he supports that objective as well.",
69EFE1A9-177E-4594-BFD2-EA6A2EE2D1BD,Boris Johnson,2020-09-09,Engagements,True,"I note that the right hon. and learned Gentleman will not take back his criticism and his attack on NHS Test and Trace, and I regret that. I gave him the opportunity to withdraw his verdict that it was on the verge of collapse: it is not. It is doing a heroic job and testing hundreds of thousands of people. Yes, we will do more, and the world we want to move to as fast as possible is a world in which everybody can take enabling tests at the beginning of the day and antigen tests to identify whether or not we have the virus., like a pregnancy test, within 15 minutes or so, so that we know whether we are able to live our lives as normally as possible. That is the vision that the Health Secretary and others have been sketching out over the last few days and that is where we intend to get to. In the meantime, NHS Test and Trace is doing a heroic job, and today I can tell the right hon. and learned Gentleman that most people get an in-person test result within 24 hours, and the median journey is under 10 miles if someone has to take a journey to get one.",
97BCB35E-6796-4507-9DDB-C74520A61068,Boris Johnson,2020-09-14,United Kingdom Internal Market Bill,False,"No, not in the least. My right hon. and learned Friend can consult the Attorney General’s position on that. After all, what this Bill is simply seeking to do is insure and protect this country against the EU’s proven willingness—that is the crucial point—to use this delicately balanced protocol in ways for which it was never intended. The Bill includes our first step to protect our country against such a contingency by creating a legal safety net taking powers in reserve, whereby Ministers can guarantee the integrity of our United Kingdom. I understand how some people will feel unease over the use of these powers, and I share that sentiment. I say to my right hon. and learned Friend that I have absolutely no desire to use these measures. They are an insurance policy, and if we reach agreement with our European friends, which I still believe is possible, they will never be invoked. Of course, it is the case that the passing of this Bill does not constitute the exercising of these powers.",
B1AE35F5-973F-4B19-8543-DF01B668E875,Boris Johnson,2020-09-22,Covid-19,False,"It is essential that we have the most powerful possible public health organisation in this country. The Joint Biosecurity Centre now needs to come together with Public Health England to deliver what I believe will be a better service for this country. In fact, the change to which the hon. Lady refers will not happen until next year, but we are getting it under way now.",
6D1A2BFF-8B2F-42EF-99DA-5B075625D289,Boris Johnson,2020-09-23,Engagements,True,"What I can certainly tell the right hon. Gentleman is that the furlough scheme has already been extended until the end of October, and people should be in no doubt about that. As I have said before, we will continue to provide the best support we can possibly give to keep people in jobs and to get people into work—new jobs are being created—while suppressing the virus. I can imagine that he does not want a hug from me, but that was a metaphor. It is physically incarnated by the £12.7 billion of Barnett consequentials that we are seeing come from the UK Exchequer to support people across the whole of our country.",
DB05E27B-2F40-4B44-864A-14E1DED5549E,Boris Johnson,2020-09-30,Engagements,True,"We have changed the law to ask landlords to provide tenants with at least six months’ notice before eviction. We are not going to have evictions in lockdown areas, there will not be any enforcement of evictions over Christmas and we are putting £180 million into discretionary payments for local authorities to help hardship cases. We are also embarking on a huge programme to build hundreds of thousands more homes, particularly affordable homes, which I hope the hon. Gentleman’s constituents will want to buy and to part-buy.",
76B18861-952A-4BF0-B0B9-43DC4DA1EE08,Boris Johnson,2020-10-12,Covid-19 Update,False,"The hon. Member makes an important point but, with respect to her, we are aware of that phenomenon—data showing where students, or anybody, are registered with their GP, rather than where the transmission is taking place—so we obviously aim off for that.",
5289F4E6-D745-472E-A6C3-3546380B020F,Boris Johnson,2020-10-12,Covid-19 Update,False,"That is exactly right. That is the strategy that we have been pursuing for some time now, and that is why it is necessary to intensify the restrictions in some areas.",
95B2647A-15BA-47AA-819A-B721377A03FF,Boris Johnson,2020-10-14,Engagements,True,"This morning I had meetings with ministerial colleagues and others. In addition to my duties in this House, I shall have further such meetings later today.",
B4BB9708-F691-482C-BBDE-FCD1C434AC7C,Boris Johnson,2020-10-21,Kettering General Hospital,False,"I am delighted that Kettering General Hospital is part of the biggest hospital building programme in a generation. I can tell my hon. Friend that the infrastructure delivery taskforce is already involved in delivering the health infrastructure programme, which includes Kettering General Hospital.",
7F4CA2C2-5952-495C-A61F-8A9CC905793F,Boris Johnson,2020-11-02,Covid-19 Update,False,"I am happy to provide all the scientific data on which these decisions have been made, but I think the House will appreciate that for any particular human activity, one can always find an arguable exemption from these measures—or from many of them. The difficulty is that to be consistent and have a package that works, we need a thoroughgoing series of measures of the kind that we have described. I bitterly regret that we have to curtail for 28 days football clubs and sporting activities in the way that we are—I bitterly, bitterly regret it—but I believe that that is necessary to get the R down.",
2A7F2414-433E-4B0E-920E-93515AB55C6F,Boris Johnson,2020-11-04,Engagements,True,"I hesitate to accuse the hon. Lady of not listening to what I have just said, but I want to repeat that the furlough is a UK-wide scheme that will, of course, continue to be available to the people of Scotland. For any further elucidation of the details of the entire package of support that this Government are putting in place for the people of the entire UK, I direct her to what my right hon. Friend the Chancellor will say tomorrow.",
8A1F307B-0F80-46F4-9907-E41AE6BE0648,Boris Johnson,2020-11-11,Engagements,True,"Of course we publish all contracts, and quite right too. I would just respectfully remind the hon. Lady, as I reminded the Leader of the Opposition earlier, that it is absolutely necessary in a massive global pandemic to work with those in the private sector, not to scorn them or despise them, and to understand that it is they who make the PPE and the tests. Indeed, it is thanks to the researches of giant conglomerates—which Labour would break up if it could—that we have the possibility of a vaccine.",
4E9D8CED-C4B6-4C0A-A071-FFD8AFD8AD80,Boris Johnson,2020-11-19,Integrated Review,False,"The hon. Gentleman asks a very interesting question about a hypothetical political event that is at least a generation away. What I can say is that there is absolutely no threat to the Black Watch, to DFID in East Kilbride or to any of the other fantastic investments that this package brings to Scotland. It is a fantastic thing for our country and for our Union.",
DD1C6AD5-76C9-4012-A428-CC60653ABCAC,Boris Johnson,2020-11-25,Engagements,True,"It is this party and this Government who have given key workers and public sector workers above-inflation pay rises this year, as the right hon. and learned Gentleman knows, whether that is the police, the Army or nurses, who are now getting 12.6% more than they were three years ago. It is this Government who will continue to increase the living wage, as he will discover if he can just contain his impatience for a few minutes. Indeed, it is this Government who have not only delivered free school meals and a vast increase in spending on development around the world but have looked after the poorest and the neediest. One of the most important facts about the £200 billion coronavirus package of support that the Chancellor has devised for lives and livelihoods across the country is that the benefits overwhelmingly prioritise the poorest and neediest in the country. The reason we can do that is because we have a Government who understand how to run a strong economy and who ensure that they take the tough decisions now that will allow our economy to bounce back—that is what this Government are doing.",
399EA452-EE6A-45DE-9260-380B4C788051,Boris Johnson,2020-11-25,Engagements,True,"My hon. Friend is dead right. What we are going to do is use the new freedoms we have after leaving the common agricultural policy to support farmers to beautify the landscape to make it less prone to flooding, and we are putting £640 million from the nature for climate fund into helping to support the planting of 30,000 hectares of trees by 2025—every year by 2025.",
8E92B867-3740-48CC-82A1-95E2B890A20D,Boris Johnson,2021-01-06,Covid-19,False,"Yes, indeed. I thank my hon. Friend for his words about the vaccine taskforce. It was, as I say, satirised by the right hon. and learned Member for Holborn and St Pancras (Keir Starmer), which I think was a mistake. We will do everything we can to roll out the vaccine to my hon. Friend’s constituency and all constituencies across the country.",
A7034798-EB81-4BEB-9C94-D9229935A969,Boris Johnson,2021-01-20,Engagements,True,"I think it is very important that the Prime Minister of the UK has the best possible relationship with the President of the United States—that is part of the job description, as I think all sensible Opposition Members would acknowledge. When it comes to global leadership on the world stage, this country is embarking on a quite phenomenal year. We have the G7 and COP26, and we have already led the world with the Gavi summit for global vaccination, raising $8.8 billion. The UK is the first major country in the world to set a target of net zero carbon emissions by 2050—all other countries are following, and we hope that President Biden will join us. We are working to promote global free trade, and of course we will work with President Biden to secure the transatlantic alliance and NATO, which of course the Scottish nationalist party would unbundle—I think they would; I do not know what their policy is on our armed services, but I think they would break them up. Perhaps they would like to explain.",
254C3242-91C8-4727-AA6C-C32ECC8A8A74,Boris Johnson,2021-01-20,Engagements,True,"The Home Office is actively working to assess the damage. As the right hon. and learned Gentleman will know from the urgent question that was held in the House only a few days ago, it believes that it will be able to rectify the results of this complex incident, and it hopes very much that it will be able to restore the data in question.",
CCC4C635-A828-4A2B-ACF0-5E6D274B5100,Boris Johnson,2021-01-27,Engagements,True,"I am grateful to the right hon. and learned Gentleman for meeting the families of the bereaved, as I have done and I know Members of the House have done throughout the pandemic. It is important that we do that. The message that I would give those families is the same that I have given everybody I have met: I of course deeply personally regret the loss of life and the suffering of their families, but I think the best thing that we can do to honour the memory of those who have died and to honour those who are currently grieving is to work together to bring this virus down and to keep it under control in the way that we are. Throughout this pandemic, I am sad to say that the Leader of the Opposition has never failed in his efforts to try to score political points when he could be doing just that. He has twisted, and he has turned. One week, he calls for tougher border measures after the shadow Transport Secretary called for a looser quarantine. He calls for schools to go back, but he will not even say this morning that schools are safe. He tries to associate himself now with the vaccine programme, because he senses that that may be going well, but he stood on a manifesto to unbundle the pharmaceutical companies—the big pharma—that made those vaccines possible. I know you want me to sit down, Mr Speaker, but I want to make this point, because I tried to make it last week. The right hon. and learned Gentleman even attacked the vaccine taskforce for spending £675,000 on an effort to discover whether hard-to-reach groups would take a vaccine. I really cannot think of a better investment right now of public funds, and I hope that later on this afternoon, he might think of apologising for what he did and for that attack on the vaccine taskforce. The Opposition and the right hon. and learned Gentleman can go on making their party political points. We will go on, with or without his help, in taking this country forward, fighting the pandemic and getting coronavirus down.",
F4A0A648-39B0-4DC9-B2DD-86B0663575D3,Boris Johnson,2021-02-03,Engagements,True,I appreciate the desire of the hon. Lady to find a solution. I am aware of the problem she refers to and the flooding in the tunnels. We will certainly work with Lancashire County Council to mitigate the problem—to sort it out. To repeat: we have the funds available and will make sure that it is done.,
69DC2AFC-D65F-4BFF-8F4E-978D55734A96,Boris Johnson,2021-03-10,Engagements,True,"That was a delightfully concise question, but the hon. Member is wrong about the difference between Erasmus and the Turing project. Unlike the Erasmus scheme, which overwhelmingly went to kids from better-off homes, the Turing project is designed to help kids across the country, of all income groups, get to fantastic universities around the world.",
28249D05-15E4-4C66-A113-3B019D045B17,Boris Johnson,2021-03-17,Engagements,True,"The hon. Lady is quite right to stick up for peaceful protest, and I understand and sympathise with that, but there are a couple of points. First, we are facing a pandemic in which, alas, we have to restrict human contact—[Interruption.] Although the hon. Lady shakes her head, I think the people of this country do understand that and do understand the restrictions we are now under. I think we also have to strike a balance between the need to allow peaceful protests to go ahead, and we do on a huge scale in this country, and the need to protect free speech and vital parts of the UK economy.",
A3B803D8-D826-44DE-824F-172FC3890951,Boris Johnson,2021-03-24,Engagements,True,I thank the hon. Lady for raising the case. My deepest sympathies are with Danielle and her family. I will make sure that the relevant Health Minister meets her to discuss the case as fast as possible.,
40589AF1-97D4-4213-B681-B02650E87DC6,Boris Johnson,2021-03-24,Engagements,True,"The last 12 months have been the most difficult for a generation, and I know that the thoughts of the whole House are with all those who have lost loved ones during the pandemic. I also want to pay tribute to every person in this country for playing their part, whether working on the frontline, staying at home to prevent the spread of the virus, or working on vaccine development and supply. It is that vaccination programme that has brought hope, allowing us to set out the cautious but irreversible road map out of lockdown. This morning, I had meetings with ministerial colleagues and others, and in addition to my duties in this House I shall have further such meetings later today.",
2DE69A95-3F3C-4AE9-BE5F-C681D77DB3E5,Boris Johnson,2021-04-14,Engagements,True,"My hon. Friend is completely right. This has been a colossal team effort. It has been led by the NHS, with GPs very often doing the lion’s share of the work, but they have been supported by the Army, by local council officials, who have also been absolutely magnificent, and, as colleagues have said, by volunteers as well.",
2CC86BAE-B534-4C8F-8C9D-2AF2FEBA2594,Boris Johnson,2021-04-21,Engagements,True,"The Global Polio Eradication Initiative has been backed by £1.37 billion of UK aid since 1995. As the hon. Lady rightly says, there are many proud successes of that programme, and polio across the planet, largely thanks to the help of the British taxpayer, has been almost eliminated.",
2ED01B7F-7D1D-402A-BAA2-7333442D40D6,Boris Johnson,2021-05-12,Covid-19 Update,False,"The hon. Lady makes an excellent point, and I am sure the chairman of the inquiry will want to consider that as we set up the inquiry in due course. I certainly do not the exclude the possibility that the inquiry would want to look at long covid.",
CE593793-DBE5-4475-9CB3-4D874D913AF9,Boris Johnson,2021-05-19,Engagements,True,"I think that, after more than a year of this, the right hon. and learned Gentleman will understand that what the public would like to see is some effort to back up what the Government are saying to deliver clarity of message. On his point about legal bans, as he knows, we are trying to move away from endlessly legislating on everything and to rely on guidance and asking people to do the right thing. It is very, very clear, Mr Speaker: you should not be going to an amber list country except for some extreme circumstance, such as the serious illness of a family member. You should not be going to an amber list country on holiday. I can imagine that the right hon. and learned Gentleman wants to take a holiday, but he should not be going to an amber list country on holiday. If people do go to an amber list country then, as I say, we will enforce the 10-day quarantine period. If they break the rules, they face very substantial fines.",
97F2D511-1664-4CC9-A926-65058F3652C3,Boris Johnson,2021-05-19,Engagements,True,"The right hon. Gentleman is completely wrong, and he should look at the Bill when it comes forward, because we want to protect the green belt. We want to protect our wonderful open spaces. This is a Government who understand the value of the countryside and rural Britain, but we also think that young people have been deprived for too long of the ability to get on to the housing ladder. That is not just in the south-east, but across the country, and that is why we are bringing forward sensible reforms to allow brownfield sites to go ahead.",
D0FCC3D5-38DB-4ADD-9825-CF0ADB665CC8,Boris Johnson,2021-06-16,G7 and NATO Summits,False,"I am afraid the hon. Gentleman is running down the UK’s efforts, as well as what the summit achieved, which is 1 billion more vaccines, on top of the 1 billion that G7 countries have already committed to distributing around the world. This is only six months after these vaccines were invented—it is an astonishing thing! He attacks the performance of Britain and the people of the UK, but let me remind him that we in this country are responsible for one-third of the 1.5 billion vaccines that have been distributed around the world. When will he get that into his head? That is a fantastic record, on top of the 1.6 billion that we have been contributing to that COVAX roll-out. I think the people of this country should be immensely proud of the Carbis Bay declaration and the vaccines contribution that we are making. We are working as fast and as hard as we can, while still getting vaccines into the arms of our own people in this country, and that is absolutely right.",
90A0395A-D123-40F4-B041-78783D54C660,Boris Johnson,2021-06-30,Engagements,True,"There was a new Health Secretary the following day, and the whole country can see that. We are getting on with our agenda of vaccinating the population of this country through the energy and application of the new Secretary of State for Health and the Department of Health. I thank them and I congratulate them. It is as a result of that vaccine roll-out—which, as I say, would have been fatally impeded had we followed the policies of the Labour party—that we now have a higher wall of vaccination than virtually any other country in the world and are able to proceed with our cautious but, we hope, irreversible unlocking of the UK economy, with the result that growth is up to levels we have not seen since last July, and jobs are up. The Leader of the Opposition calls for us to act faster in removing Cabinet Ministers. It took him three days, as I say, to give the right hon. Member for Ashton-under-Lyne three new jobs—shadow Chancellor of the Duchy of Lancaster and shadow Secretary of State for the future of work. We create jobs; he creates non-jobs. He dithers; we deliver.",
A2FA35DF-78BC-48F9-B56E-E78D8BC343F9,Boris Johnson,2021-07-21,Engagements,True,"I do not think that I have heard such total cobblers in all my life, except possibly from the Leader of the Opposition. That is not what the Bill does. On the contrary, it gives local people the power to protect. If I understood the hon. Lady correctly, it was a pub called the Britannia that she wanted to protect. We are bringing forward measures to allow local people to protect such places of vital local importance. When it comes to development, the power remains vested firmly with local people, to make sure that they protect their green spaces and the green belt, and they have development only in the places where they, the local people, want it.",
FC62591B-D81A-48C1-989E-97E8B147526E,Boris Johnson,2021-07-21,Engagements,True,"My hon. Friend is a fantastic advocate for the people of Hastings and Rye, and she has made the case to me before for the improvement to transport that she recommends. I know that this particular extension is being reviewed by the Department for Transport right now, and a decision will be made in due course. I am told that I simply cannot anticipate that, but what I can say is that this is the Government and the party that is absolutely determined to level up across our country with better infrastructure, superb innovation, and better skills across the whole of the UK.",
